Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Bought together products (product.metafields.globo--filter--product_recommendation.bought_together_products),Complementary products (product.metafields.globo--filter--product_recommendation.complementary_products),Related products (product.metafields.globo--filter--product_recommendation.related_products),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Arrangement (product.metafields.shopify.arrangement),Art/Crafting tool material (product.metafields.shopify.art-crafting-tool-material),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Plant characteristics (product.metafields.shopify.plant-characteristics),Plant class (product.metafields.shopify.plant-class),Plant name (product.metafields.shopify.plant-name),Ring design (product.metafields.shopify.ring-design),Stem length (product.metafields.shopify.stem-length),Suitable space (product.metafields.shopify.suitable-space),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status
green-white,GREEN & WHITE,"<p><span>White blooms symbolize purity and new beginnings, while lush greenery adds a touch of freshness and vitality. Together, they create a stunning aesthetic that complements any theme, from friendship, graduation to wedding. From traditional to modern styles, this versatile palette pairs beautifully with various decor styles!</span><span></span></p>
<p><strong>Please order at least 7 days in advance for fresh flowers</strong></p>
<p class=""whitespace-pre-wrap break-words"">PRODUCT HIGHLIGHTS:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li class=""whitespace-normal break-words"">Premium Fresh Playa Blanca Roses</li>
<li class=""whitespace-normal break-words"">11-12 Roses per Bouquet</li>
<li class=""whitespace-normal break-words""><span>Premium Fresh Ranunculus</span></li>
<li class=""whitespace-normal break-words"">Signature Designer Packaging</li>
<li class=""whitespace-normal break-words"">Professional Florist Hand-Tied<br>
</li>
</ul>
<p class=""whitespace-pre-wrap break-words"">SPECIFICATIONS:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li class=""whitespace-normal break-words"">Height: Approximately 20 inches</li>
<li class=""whitespace-normal break-words"">Width: Approximately 14 inches</li>
<li class=""whitespace-normal break-words"">depth: Approximately 7 inches</li>
</ul>
<p class=""whitespace-pre-wrap break-words"">CARE TIPS:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li class=""whitespace-normal break-words"">Change water daily</li>
<li class=""whitespace-normal break-words"">Trim stems at an angle</li>
<li class=""whitespace-normal break-words"">Keep away from direct sunlight</li>
<li class=""whitespace-normal break-words"">Maintain room temperature<br>
</li>
<li class=""whitespace-normal break-words"">Expected vase life: 2-3 days with proper care and temperature</li>
</ul>
<p class=""whitespace-pre-wrap break-words"">💡 CUSTOM ORDERS: Have a specific color scheme or unique design ideas? Contact us before placing your order - we'll create a custom piece that perfectly matches your vision.</p>
<p class=""whitespace-pre-wrap break-words"">📞 CONTACT US:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li class=""whitespace-normal break-words"">WhatsApp/Message: +1-919-510-2830</li>
<li class=""whitespace-normal break-words"">Instagram</li>
<li class=""whitespace-normal break-words"">Xiaohongshu</li>
</ul>
<p class=""whitespace-pre-wrap break-words"">⏰ DELIVERY NOTE:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li class=""whitespace-normal break-words"">Please order at least 7 days in advance for fresh flowers</li>
<li class=""whitespace-normal break-words"">Same/Next day delivery available for preserved flower products</li>
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words"">
<span style=""color: rgb(12, 132, 43);"">Delivery available to:</span>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words""><span style=""color: rgb(12, 132, 43);"">District of Columbia (DC)</span></li>
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words""><span style=""color: rgb(12, 132, 43);"">Northern Virginia (locations within 20 minutes of Arlington)</span></li>
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words""><span style=""color: rgb(12, 132, 43);"">Durham, North Carolina (locations within 20 minutes of Durham)</span></li>
</ul>
</li>
<li class=""whitespace-normal break-words"">Fresh flowers subject to seasonal availability and market conditions</li>
<li class=""whitespace-normal break-words"">Free delivery available for select areas (please inquire)</li>
<li class=""whitespace-normal break-words"">For specific delivery dates, please contact us to confirm availability</li>
</ul>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,Bouquets,true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,128.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/1.jpg?v=1735862643,1,"",false,,,2899,,,,,,,,,,,,,,,,bouquet,,floral,,,,,,,,medium,,,,,,,,lb,,40.00,true,,,active
green-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/2_1fad8923-7ff4-4930-8e07-79949e4b560d.jpg?v=1735862643,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/3_d5d207f0-353f-4203-95e7-d8d35ae41186.jpg?v=1735862643,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carolina-blue,Carolina Blue,"<p><span>Inspired by the serene hues of North Carolina skies, this bouquet blends elegance and tranquility.</span><br></p>
<p><strong>Please order at least 7 days in advance for fresh flowers</strong></p>
<p class=""whitespace-pre-wrap break-words"">PRODUCT HIGHLIGHTS:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li class=""whitespace-normal break-words"">Premium Fresh Playa Blanca Roses<br>
</li>
<li class=""whitespace-normal break-words"">Signature Designer Packaging</li>
<li class=""whitespace-normal break-words"">Professional Florist Hand-Tied<br>
</li>
</ul>
<p class=""whitespace-pre-wrap break-words"">SPECIFICATIONS:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li class=""whitespace-normal break-words"">Height: Approximately 20 inches</li>
<li class=""whitespace-normal break-words"">Width: Approximately 14 inches</li>
<li class=""whitespace-normal break-words"">depth: Approximately 7 inches</li>
</ul>
<p class=""whitespace-pre-wrap break-words"">CARE TIPS:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li class=""whitespace-normal break-words"">Change water daily</li>
<li class=""whitespace-normal break-words"">Trim stems at an angle</li>
<li class=""whitespace-normal break-words"">Keep away from direct sunlight</li>
<li class=""whitespace-normal break-words"">Maintain room temperature<br>
</li>
<li class=""whitespace-normal break-words"">Expected vase life: 2-3 days with proper care and temperature</li>
</ul>
<p class=""whitespace-pre-wrap break-words"">💡 CUSTOM ORDERS: Have a specific color scheme or unique design ideas? Contact us before placing your order - we'll create a custom piece that perfectly matches your vision.</p>
<p class=""whitespace-pre-wrap break-words"">📞 CONTACT US:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li class=""whitespace-normal break-words"">WhatsApp/Message: +1-919-510-2830</li>
<li class=""whitespace-normal break-words"">Instagram</li>
<li class=""whitespace-normal break-words"">Xiaohongshu</li>
</ul>
<p class=""whitespace-pre-wrap break-words"">⏰ DELIVERY NOTE:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li class=""whitespace-normal break-words"">Please order at least 7 days in advance for fresh flowers</li>
<li class=""whitespace-normal break-words"">Same/Next day delivery available for preserved flower products</li>
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words"">
<span style=""color: rgb(12, 132, 43);"">Delivery available to:</span>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words""><span style=""color: rgb(12, 132, 43);"">District of Columbia (DC)</span></li>
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words""><span style=""color: rgb(12, 132, 43);"">Northern Virginia (locations within 20 minutes of Arlington)</span></li>
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words""><span style=""color: rgb(12, 132, 43);"">Durham, North Carolina (locations within 20 minutes of Durham)</span></li>
</ul>
</li>
<li class=""whitespace-normal break-words"">Fresh flowers subject to seasonal availability and market conditions</li>
<li class=""whitespace-normal break-words"">Free delivery available for select areas (please inquire)</li>
<li class=""whitespace-normal break-words"">For specific delivery dates, please contact us to confirm availability</li>
</ul>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,Bouquets,true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,148.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2170.png?v=1735861889,1,"",false,,,2899,,,,,,,,,,,,,,,,bouquet,,blue; floral,,,,,,,,medium,,,,,,,,lb,,60.00,true,,,active
carolina-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2171.png?v=1735861888,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carolina-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2173.png?v=1735861891,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carolina-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2180.png?v=1735861888,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pearl,Pearl,"<p><span>Hand bouquets aren’t limited to weddings—they’re perfect for any unique and precious occasion💐.</span><br><br><span>Without extra packaging or decoration, their beauty lies in their simplicity, like a precious pearl—elegant and timeless✨.</span></p>
<p> </p>
<p><strong>Please order at least 7 days in advance for fresh flowers</strong></p>
<p class=""whitespace-pre-wrap break-words"">PRODUCT HIGHLIGHTS:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li class=""whitespace-normal break-words"">Premium Preserve Roses</li>
<li class=""whitespace-normal break-words"">Premium Preserve Peony</li>
</ul>
<p class=""whitespace-pre-wrap break-words"">CARE TIPS:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li class=""whitespace-normal break-words"">Keep away from direct sunlight</li>
<li class=""whitespace-normal break-words"">Maintain room temperature<br>
</li>
</ul>
<p class=""whitespace-pre-wrap break-words"">💡 CUSTOM ORDERS: Have a specific color scheme or unique design ideas? Contact us before placing your order - we'll create a custom piece that perfectly matches your vision.</p>
<p class=""whitespace-pre-wrap break-words"">📞 CONTACT US:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li class=""whitespace-normal break-words"">WhatsApp/Message: +1-919-510-2830</li>
<li class=""whitespace-normal break-words"">Instagram</li>
<li class=""whitespace-normal break-words"">Xiaohongshu</li>
</ul>
<p class=""whitespace-pre-wrap break-words"">⏰ DELIVERY NOTE:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li class=""whitespace-normal break-words"">Please order at least 7 days in advance for fresh flowers</li>
<li class=""whitespace-normal break-words"">Same/Next day delivery available for preserved flower products</li>
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words"">
<span style=""color: rgb(12, 132, 43);"">Delivery available to:</span>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words""><span style=""color: rgb(12, 132, 43);"">District of Columbia (DC)</span></li>
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words""><span style=""color: rgb(12, 132, 43);"">Northern Virginia (locations within 20 minutes of Arlington)</span></li>
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words""><span style=""color: rgb(12, 132, 43);"">Durham, North Carolina (locations within 20 minutes of Durham)</span></li>
</ul>
</li>
<li class=""whitespace-normal break-words"">Fresh flowers subject to seasonal availability and market conditions</li>
<li class=""whitespace-normal break-words"">Free delivery available for select areas (please inquire)</li>
<li class=""whitespace-normal break-words"">For specific delivery dates, please contact us to confirm availability</li>
</ul>",Sun Florist,Home & Garden > Decor > Dried Flowers,Preserved Floral Creations,"Preserved flower Bouquet, Wedding",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,216.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1824.png?v=1735860170,1,"",false,,,6936,,,,,,,,,,,,,,,,,,white; floral; beige,,,,,,,,,,,,,,,,lb,,50.00,true,,,active
pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_7465.jpg?v=1735860170,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1857.png?v=1735860170,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1872.png?v=1735860170,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1919.png?v=1735860170,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1924.png?v=1735860170,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1926.png?v=1735860170,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1952.png?v=1735860170,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-sunset-in-bloom,A Sunset in Bloom,"<p><span>This orange-pink bouquet is like a gentle sunset casting its glow over soft coral. A perfect way to bring warmth and elegance into your space. 🧡✨</span><br></p>
<p> </p>
<p><strong>Please order at least 7 days in advance for fresh flowers</strong></p>
<p class=""whitespace-pre-wrap break-words"">PRODUCT HIGHLIGHTS:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li class=""whitespace-normal break-words"">Premium Fresh Austin Juliet Roses</li>
<li>Premium Fresh Austin Aiko Roses<br>
</li>
<li>Premium Fresh White Roses</li>
<li>Premium Fresh Stocks</li>
<li>Premium Fresh Lisianthus</li>
<li class=""whitespace-normal break-words"">Signature Designer Packaging</li>
<li class=""whitespace-normal break-words"">Professional Florist Hand-Tied<br>
</li>
</ul>
<p class=""whitespace-pre-wrap break-words"">SPECIFICATIONS:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li class=""whitespace-normal break-words"">Height: Approximately 20 inches</li>
<li class=""whitespace-normal break-words"">Width: Approximately 18 inches</li>
<li class=""whitespace-normal break-words"">depth: Approximately 10 inches</li>
</ul>
<p class=""whitespace-pre-wrap break-words"">CARE TIPS:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li class=""whitespace-normal break-words"">Change water daily</li>
<li class=""whitespace-normal break-words"">Trim stems at an angle</li>
<li class=""whitespace-normal break-words"">Keep away from direct sunlight</li>
<li class=""whitespace-normal break-words"">Maintain room temperature<br>
</li>
<li class=""whitespace-normal break-words"">Expected vase life: 2-3 days with proper care and temperature</li>
</ul>
<p class=""whitespace-pre-wrap break-words"">💡 CUSTOM ORDERS: Have a specific color scheme or unique design ideas? Contact us before placing your order - we'll create a custom piece that perfectly matches your vision.</p>
<p class=""whitespace-pre-wrap break-words"">📞 CONTACT US:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li class=""whitespace-normal break-words"">WhatsApp/Message: +1-919-510-2830</li>
<li class=""whitespace-normal break-words"">Instagram</li>
<li class=""whitespace-normal break-words"">Xiaohongshu</li>
</ul>
<p class=""whitespace-pre-wrap break-words"">⏰ DELIVERY NOTE:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li class=""whitespace-normal break-words"">Please order at least 7 days in advance for fresh flowers</li>
<li class=""whitespace-normal break-words"">Same/Next day delivery available for preserved flower products</li>
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words"">
<span style=""color: rgb(12, 132, 43);"">Delivery available to:</span>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"">
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words""><span style=""color: rgb(12, 132, 43);"">District of Columbia (DC)</span></li>
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words""><span style=""color: rgb(12, 132, 43);"">Northern Virginia (locations within 20 minutes of Arlington)</span></li>
<li style=""color: rgb(12, 132, 43);"" class=""whitespace-normal break-words""><span style=""color: rgb(12, 132, 43);"">Durham, North Carolina (locations within 20 minutes of Durham)</span></li>
</ul>
</li>
<li class=""whitespace-normal break-words"">Fresh flowers subject to seasonal availability and market conditions</li>
<li class=""whitespace-normal break-words"">Free delivery available for select areas (please inquire)</li>
<li class=""whitespace-normal break-words"">For specific delivery dates, please contact us to confirm availability</li>
</ul>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,Bouquets,true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,186.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2129.png?v=1735857907,1,"",false,,"This orange-pink bouquet is like a gentle sunset casting its glow over soft coral. Austin Juliet Roses,  Austin Aiko Roses",2899,,,,,,,,,,,,,,,,bouquet,,floral,,,,,,,,large,,,,,,,,lb,,60.00,true,,,active
a-sunset-in-bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2151.png?v=1735857906,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-sunset-in-bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_8144.png?v=1735857907,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-sunset-in-bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2238.png?v=1735857907,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-sunset-in-bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2164.png?v=1735857907,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
latte-inspired-bouquet,Latte-Inspired Bouquet,"<p>PRODUCT HIGHLIGHTS:</p>
<ul>
<li class=""whitespace-normal break-words"" index=""0"">100% Handcrafted with Premium Materials</li>
<li class=""whitespace-normal break-words"" index=""1"">Large Statement Bouquet (15""W x 22""H x 8""D)</li>
<li class=""whitespace-normal break-words"" index=""2"">Made with Natural Preserved Flowers Only</li>
<li class=""whitespace-normal break-words"" style=""font-weight: bold;"" index=""3""><strong>Next-Day Shipping (Orders made within 24 hours)</strong></li>
</ul>
<p>BOUQUET DETAILS:</p>
<p class=""whitespace-pre-wrap break-words"">Experience the timeless elegance of our winter-inspired preserved flower bouquet. Each arrangement features:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"" depth=""0"">
<li class=""whitespace-normal break-words"" index=""0"">Latte color preserved roses</li>
<li class=""whitespace-normal break-words"" index=""1"">Latte preserved hydrangeas</li>
<li class=""whitespace-normal break-words"" index=""1"">Natural cotton flowers</li>
<li class=""whitespace-normal break-words"" index=""1"">Preserved pampas grass accents</li>
</ul>
<p><span>🚚Supporting USA wide shipping. </span></p>
<p class=""whitespace-pre-wrap break-words"">💡 CUSTOM ORDERS: Have a specific color scheme or unique design ideas? Contact us before placing your order - we'll create a custom piece that perfectly matches your vision.</p>
<p class=""whitespace-pre-wrap break-words"">📞 CONTACT US:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"" depth=""0"">
<li class=""whitespace-normal break-words"" index=""0"">WhatsApp/Message: +1-919-510-2830</li>
<li class=""whitespace-normal break-words"" index=""1"">Instagram</li>
<li class=""whitespace-normal break-words"" index=""2"">Xiaohongshu</li>
</ul>
<p class=""whitespace-pre-wrap break-words"">⏰ DELIVERY NOTE:</p>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"" depth=""0"">
<li class=""whitespace-normal break-words"" index=""0"">Please order at least 7 days in advance for fresh flowers</li>
<li class=""whitespace-normal break-words"" index=""1"">Same/Next day delivery available for preserved flower products</li>
<li class=""whitespace-normal break-words"" style=""color: rgb(12, 132, 43);"" index=""2"">
<span style=""color: rgb(12, 132, 43);"">Delivery available to:</span>
<ul class=""-mt-1 [li&gt;&amp;]:mt-2 list-disc space-y-2 pl-8"" depth=""1"">
<li class=""whitespace-normal break-words"" style=""color: rgb(12, 132, 43);"" index=""0""><span style=""color: rgb(12, 132, 43);"">District of Columbia (DC)</span></li>
<li class=""whitespace-normal break-words"" style=""color: rgb(12, 132, 43);"" index=""1""><span style=""color: rgb(12, 132, 43);"">Northern Virginia (locations within 20 minutes of Arlington)</span></li>
<li class=""whitespace-normal break-words"" style=""color: rgb(12, 132, 43);"" index=""2""><span style=""color: rgb(12, 132, 43);"">Durham, North Carolina (locations within 20 minutes of Durham)</span></li>
</ul>
</li>
<li class=""whitespace-normal break-words"" index=""3"">Fresh flowers subject to seasonal availability and market conditions</li>
<li class=""whitespace-normal break-words"" index=""4"">Free delivery available for select areas (please inquire)</li>
<li class=""whitespace-normal break-words"" index=""5"">For specific delivery dates, please contact us to confirm availability</li>
</ul>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,Preserved flower Bouquet,true,Title,Default Title,,,,,,,,,907.18474,,deny,manual,136.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_9924.jpg?v=1734150273,1,"",false,,Latte-Inspired Bouquet with mauve rose & cotton flowers. Long-lasting beauty meets retro style. Supporting USA wide shipping.,2899,,,,,,,,,,,,,,,,bouquet,,bronze; brown,,,,,,,,,,,,,,,,lb,,40.00,true,,,active
latte-inspired-bouquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_0016.jpg?v=1734150273,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
latte-inspired-bouquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_0026.jpg?v=1734150273,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
latte-inspired-bouquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_0021.jpg?v=1734150267,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
